,id,cxsmiles
1128,1128,"C1CCOC(C1)NC(=O)CNP.CC |$;;;;;;;;;;;;;R$,m:12:0.5.4.3.2.1,Sg:n:9:p:ht|"
1129,1129,"CCC(C(C)(C)C)OC(=O)C=CC(=O)[O-] |$;M;;;;;;;;;;;;;$,Sg:n:5:R:ht|"
1130,1130,CC(C)(CNS(=O)(=O)NC(=O)OC)O |$;;;;;;U8;;;;;;;$|
1131,1131,"C1COCC1ONC2=CC=CC=C2.CC |$;;;;;;;;;;W;;W;;L5$,m:13:0.1.2.3.4,Sg:n:4:M:ht|"
1132,1132,C1=CC=C(C(=C1)N)OC2=C(C=C(C=C2)Br)[N+](=O)[O-] |$;;;;L0;;K5;;;;;;;;;;A;$|
1133,1133,"COC1(C=CC=CC1N2CCCC2)N.CC |$;;;;;;;;;;V5;;;;;R93$,m:14:2.7.6.5.4.3,Sg:n:1:a:ht|"
1134,1134,C1=CC=C(C(=C1)OC2=NC=C(C=N2)[N+](=O)[O-])F |$;;V9;;;;;;;;;;;;;;X$|
1135,1135,"C1C2=C(C=NC=C2CN=[N+]=[N-])OCO1.C[N+](=O)[S-] |$U5;;;;;;;;;;;;T9;;;;;$,m:14:3.4.5.6.1.2|"
1136,1136,"CC1=NN=C(O1)C2=CC=CC=C2C(=O)NC3C(CC4=CC=CC=C34)O.CC.CN(C)SN(C)C.CC |$;;T6;;;;D1;;;;;;;J3;;;L;;;;;;;;;;R;;;;;;;;;R7$,m:25:1.2.3.4.5,m:27:16.15.23.18.17,m:34:19.20.21.22.23.18,Sg:n:6:v:ht|"
1137,1137,CCC(C(=O)OCC)OC1=C(C=CC(=C1)N)C |$;;;;J2;;U;;;;K7;;J;W9;;;$|
1138,1138,CNC1=NC=CC(=C1)OCC2CC2 |$;;;;G3;;;;U7;;;;$|
1139,1139,"CC(=O)OC(CC(=O)OCCBr)CBr |$;D7;;U;;;L;;M;T;;;;$,Sg:n:9,10:A:ht|"
1140,1140,"CCCCCCC(C(=O)O)OC(=O)CBr |$;;;;Q;;;;;;;;;;$,Sg:n:2,3,4:f:ht|"
1141,1141,CC1=C(C=CC=C1Cl)C(CC2=C(C=CC(=C2)Cl)OC)NC |$;;;;;;;;;;;;;;;;;;T6;;$|
1142,1142,"CC1=CC(=NN1CCOCC(F)(F)F)C |$;M;V;;;;;;;W;;;;;$,Sg:n:6,7:D:ht|"
1143,1143,C1CCC(CC1)OC[SiH](Cl)Cl |$;;M9;K;;L;U2;;;;E$|
1144,1144,"CC1=C(C=C(C=C1)F)OC2=NC(=NC=C2Br)Cl.CNNC(=O)SC |$;;;;;;;;;;;;;;;;;;;;;;;$,m:17:10.11.12.13.14.9|"
1145,1145,CCOC(=O)/C=N/NNC=O |$;;;;;;;;;V8;$|
1146,1146,"COC1=NC=NC2=C1NC(=S)N2C3CCCC3 |$;;;J8;;;;;;;;;;;;;$,Sg:n:3:a:ht|"
1147,1147,"CCC1CCCC(C1)C(=O)C2=COC=C2.CC |$;;;;;;;;;;;;;;;;R$,m:15:2.7.6.5.4.3,Sg:n:14:g:ht|"
1148,1148,"CC1=C(OC=C1)CCCCN=[N+]=[N-].CC |$;;;;;;;;;;W4;;;;R$,m:13:1.2.3.4.5,Sg:n:7,8:r:ht|"
1149,1149,CN1C=CC=C1C(=O)NC(CO)COC |$;;;;D4;;;;D1;;;;;;$|
1150,1150,"CC(CNC1(CCCCC1)CO)COC.CC |$;;G2;;;;;;;;X;;;;;;J1$,m:15:4.9.8.7.6.5,Sg:n:5:i:ht,Sg:n:9:X:ht|"
1151,1151,"CC1CCCC(C1NC2=CC(=C(C=C2)OC)O)C.CB(C)O |$K9;;;;;;;;;;;;;;;;;;;;;$,m:18:1.6.5.4.3.2,Sg:n:8:s:ht,Sg:n:11:X:ht|"
1152,1152,"C[C@H]1C/C(=C\C=C)/C(=C)C(=O)O1.CC |$;;;;;;;;;;;J;;R$,m:12:1.11.9.7.3.2|"
1153,1153,"C1COCC(N1S(=O)(=O)C2=C(C(=C(C=C2)Cl)N)Cl)C(=O)N.CC=NSC |$;;;;;;;;;;;;;;;Y;;;;;;;;;;$,m:21:10.11.12.13.14.9|"
1154,1154,"C1COCC1C(C2=CC=C(O2)Br)N.CC |$;;;;V7;D1;;;;;;;;;R$,m:13:7.6.10.9.8,Sg:n:4:u:ht,Sg:n:2:W:ht|"
1155,1155,CC1=CC(=NC=C1C(=O)CBr)OC |$;;;;;;K;;;;Y8;;$|
1156,1156,"C1CC(COC1)C2=NC(=O)NO2.CC(=N)N(C)C=N |$L;;;;;;;J2;W;;;;;;;;;;$,m:12:0.5.4.3.2.1,Sg:n:4:m:ht,Sg:n:3:h:ht|"
1157,1157,"CC(C)C1(CCCCC1)OC(=O)CCl.C=NN=C(C)SC |$;;;;T;;;;;K;;;;;;;;;;;$,m:14:3.8.7.6.5.4|"
1158,1158,"CCCNCC[C@H]1CCCC[C@H]1OC.CC |$;;E9;;;;;;;;;;;;;R$,m:14:6.11.10.9.8.7,Sg:n:13:E:ht,Sg:n:7:A:ht|"
1159,1159,"CCC1(C(CC1Cl)OCC(C)C)C.CN(C)N(C)C(=O)O |$;;;;;;;;;;;;;;;;;;;;$,m:13:2.5.4.3,Sg:n:10:A:ht|"
1160,1160,"CCCOC(=O)P(=O)(OC)OC |$;;;;;;;;;;L;$,Sg:n:8:h:ht,Sg:n:1,2:f:ht|"
1161,1161,CCCNC1=C(N=NS1)COCC(C)C |$;;;;;;;;;;;V;;;G4$|
1162,1162,CC1=CC=C(S1)C2=NC(=CO2)C(C)N |$;;;;;;;U;;;;;;D0$|
1163,1163,"CC1CC(N(C1)C(C)CC(=O)OC)C.CC |$;;;;;;;M;;;;;;;;R39$,m:14:1.2.3.4.5|"
1164,1164,"C[C@](COC)(C(=O)O)NC1=CC=CC=C1.CC=NS |$;;;;;;;;U8;;;;;;;;;;$,m:15:9.14.13.12.11.10|"
1165,1165,"CC1=CC(=C(C=C1)OC2=C(C=C(C=C2)[N+](=O)[O-])C)CN.CC |$Y3;;;;;D2;;U6;V;;;;;;;;;;;;;R$,m:20:1.6.5.4.3.2,Sg:n:19:n:ht|"
1166,1166,"CS(=O)(=O)C1CN(CCO1)N=[N+]=[N-] |$;;;;L1;;;;;;;;$,Sg:n:8:J:ht,Sg:n:7:J:ht|"
1167,1167,CCOC1=C(C=C(C=C1)C=O)NC(=O)C(C)C |$;;;;;;;X8;;;;;;;;;$|
1168,1168,"COC1=CC=CC=C1/C=C(\C#C)/F.CC |$;;D9;;;M2;;;;;;;;;E$,m:13:2.7.6.5.4.3|"
1169,1169,"C1COC2=C(C1=O)C=CC(=C2)C(CO)O |$;;;;;;;;;;;;;;Q6$,Sg:n:3:y:ht|"
1170,1170,"COC1CCN(CC1)C2(CCCCC2)C(=O)O |$;;;;J4;;;B;;;;A8;;E;;;$,Sg:n:11:P:ht|"
1171,1171,"COC1=C2C(=C(C=C1)Cl)N=C(N2)N.CNOC(C)=N.CONO |$;;;;;;K3;;K;;;;Z7;;;;;;;;;;$,m:13:2.7.6.5.4.3,m:19:9.4.3.11.10|"
1172,1172,CCOCC1=NNC(=O)N(C1)N=[N+]=[N-] |$;;U5;;;;;;;;;;;$|
1173,1173,C1COCCN1CCOC(=O)N=C(N)N |$;;U4;E2;;;M1;;;;;;;;$|
1174,1174,COC(=O)C1=CC=CC(=C1[N+](=O)[O-])C2C(=COC(=C2C#N)N)C#N |$;;;W0;;;;J;;;;;;;U9;;;;;;;;K;A4$|
1175,1175,"CC(C)OC(=O)[C@H](CCCl)N |$Z;;;;;;;;;M1;$,Sg:n:7,8:u:ht|"
1176,1176,"COC1=C(C=C(C=C1SC)F)C(=O)CN.CC |$D7;Z5;;;;;;V;;;;;;;;;R$,m:15:2.7.6.5.4.3,Sg:n:9:z:ht|"
1177,1177,"C1CCOC(C1)OCC2CC(COC2)O.CC.CC |$;B3;;;;;;X5;;;;;;K;;;K;;M7$,m:15:0.5.4.3.2.1,m:17:9.10.11.12.13.8|"
1178,1178,"CCS(=O)(=O)N(CCC(=S)N)CCOC |$;;;;;;;;;;;;;;$,Sg:n:4:c:ht,Sg:n:4:F:ht,Sg:n:6,7:R:ht|"
1179,1179,"C1COCCC12OCC(CO2)C(=O)O.CC.COP(C)(=O)OC |$;;;;;;;;;;;;;;;V27;;;;;;;$,m:14:0.5.4.3.2.1,m:16:6.7.8.9.10.5,Sg:n:3:R:ht|"
1180,1180,"CC1=CN=C(N=C1C2=C(CCC2=O)OC)C3=CC=C(C=C3)Cl.CC.CC |$;;;;;;;;;;;;;;;;;;;V5;;;;K;;Y1$,m:22:1.6.5.4.3.2,m:24:16.17.18.19.20.15|"
1181,1181,"CC(C)OC(=O)C1(CCC=N1)C.CP(O)O |$;;;;;;;;;;E1;;;;;$,m:12:6.7.8.9.10,Sg:n:0:W:ht|"
1182,1182,"CC(C)C(C(C1=CC=CC=C1)O)OC(C)C(F)(F)F.CC |$;;;;;;;;;;;;;;;;;;;;R$,m:19:5.10.9.8.7.6|"
1183,1183,CCOC(=O)C=C[C@@H]([C@H](C(=O)C)O)O |$;Y;;;;;;;;;;;;$|
1184,1184,"CCC1=CC(=C(C(=C1)OC)O)CCCN.CC=NOC(C)=O |$;;;;;;Z;;;B9;;;;;;;;;;;;$,m:15:2.7.6.5.4.3,Sg:n:2:c:ht,Sg:n:13:R:ht,Sg:n:6:A:ht,Sg:n:12,13:m:ht|"
1185,1185,"CCOC(=O)C1(C[C@@H]2C(=C)C(=O)C=C2C1)C(=O)OCC |$;;;;;;;;;;;;;;W;;;Q1;;$,Sg:n:17:e:ht|"
1186,1186,"CCOC(=O)C(CCN(C)C)C(=O)[O-] |$;;L;;;;;;;;;;;$,Sg:n:2:o:ht,Sg:n:11:o:ht,Sg:n:6,7:J:ht|"
1187,1187,"CCOC1=C(C=CC=C1OC)CC(C)C(=O)O |$;;;;;;;;;;;;;;;;$,Sg:n:5:H:ht|"
1188,1188,CCC(=O)C1=CC(=CC(=C1)C)OC(F)F |$;;;Q8;;;X0;T7;;;;;;;$|
1189,1189,CCC(C)C(COC(C)(C)CC)NC |$;;;;;;;G1;;;;;;$|
1190,1190,"COCC1CCCN1C(=O)C2=CC(=CC=C2)Br.CC.CC |$;;;;;;;;;;;;;;;;V;;Y75;;E$,m:17:3.4.5.6.7,m:19:11.12.13.14.15.10|"
1191,1191,"CC(C)(C)[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OC[C@@H]3CC=CCC(=O)O3.CN(C)C(=O)N(C)S |$;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;$,m:27:6.7.8.9.10.5|"
1192,1192,"CC1=CC(=CC(=C1OC)C)C(C(C)C(=O)O)N.COS(C)(C)OC |$;;;;;;;;;;;;Y;;;;;;;;;;;$,m:17:1.6.5.4.3.2|"
1193,1193,"C1COC[C@H](N1)C2=CN=CC=C2.CC=NC(C)=NC |$;;;;;;;;Y9;T8;;;;;;;;;$,m:12:0.5.4.3.2.1|"
1194,1194,"COC(=O)C(C1CC1)SC2CCCC2.CN=C(NOC)SC.CC |$;;;;;;;;;;K2;;;;;;;;;;;;;R$,m:14:6.5.7,m:22:10.9.13.12.11|"
1195,1195,CC1(C(CC2=C1C=CC(=C2)OC)N)C |$;;;;;;;Z5;;;;;;$|
1196,1196,CC(C)C(CN=[N+]=[N-])(C1=CC(=C(C(=C1)OC)OC)OC)O |$;;;;;M;;;;;;;;;;;;;;;Y$|
1197,1197,CC(=C(C1=CC=CC=C1)C(=O)OC)C=O |$;;;;;;G8;;;;T;;;;$|
1198,1198,"COC(=O)C1CC1C(=O)C2=C(C=CS2)Cl.COP(N)(N)=O |$;;;;;;;;;;;;;;;;;;;;$,m:15:4.5.6,Sg:n:2:n:ht|"
1199,1199,"CCOC(=O)NC(C)(C)C1=CC=CS1.C=NN(C)N=C |$;;;;;;;;Y;;;;L7;;;;;;;$,m:14:9.10.11.12.13|"
1200,1200,"COC1(CCC1)CN2CC(=O)OC(=O)C2.CC |$;;;;;;;;;;;;;Z;;;Z$,m:15:8.9.11.12.14.7|"
1201,1201,C1COCC[NH+]1CC(=O)C2=CC=CC=C2 |$;;;;;;M;;;;;;;;$|
1202,1202,"COC1=CC=CC(=C1N)C(=O)CCCN |$;;;;;;;;;A;;;G0;;$,Sg:n:6:l:ht|"
1203,1203,"CC[C@H](C)[C@H](CO)N1[C@@H]([C@@]23CC[C@@H](O2)[C@@H]([C@H]3C1=O)C(=O)O)C(=O)N(CC=C)C4=CC=CC=C4Cl.CC.CN=C(C)ON.CN=C(C)NC(C)=O |$;;;;;;;;;;G4;;B;;;;Y;;;;;;;;;;;;;Y5;D;E;J6;;;R;;;;;;;;;;;;;;$,m:34:7.8.9.15.16,m:36:10.9.13.12.11,m:42:28.29.30.31.32.27,Sg:n:20:I:ht,Sg:n:32:n:ht|"
1204,1204,"CCC1=NC2=C(C=CC(=C2C(=C1CC3=CC=C(C=C3)Cl)OC(F)F)OCC(=O)OC)Cl.CC.CC |$;;;;;;K;;;;;;;;;;;;;T0;;;;;;;;;;;;;K5;;R$,m:31:2.11.10.9.4.3,m:33:5.6.7.8.9.4,Sg:n:21:y:ht|"
1205,1205,"CN(CC=O)C1=CC2=C(C=C1)NC(=O)O2.CC |$;;;D;;;;;X;;;;;;;;R$,m:15:5.10.9.8.7.6|"
1206,1206,"CC1=CC(=C2C(=C1C)C=C(O2)C(=O)O)C.CN=C(NC)N(C)N(C)C |$;;;;;;;;;A2;;;;;;;;;;;;;;;$,m:15:8.5.4.10.9|"
1207,1207,"CC[C@@H](C)[C@@H](CO)NC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CO3.CC=NNC(=O)O.CC |$;;;D0;;;;;;E;;;;;;;;;;;;;X;;;;;;;;;;;R5$,m:25:10.19.14.13.12.11,m:32:15.16.17.18.19.14|"
1208,1208,"C1CN2C13CC3C4(C2)CN=C(O4)NC5=CN=CC=C5.CC.CC |$;G5;G;;;;A;;;;;;;J5;;U;;;;;R;;R1$,m:19:0.3.2.1,m:21:14.15.16.17.18.13,Sg:n:6:d:ht|"
1209,1209,CN[C@@H]1CC[C@H](C(C1)N)OC |$;;;;;;;;;;T3$|
1210,1210,"CC(=O)C1(CC(C1)O)C(=O)OC.CC |$G;T1;;;;;;;;;;;;R40$,m:12:3.6.5.4|"
1211,1211,COC(=O)C=CC1=C(C=C(C=C1)O)Cl |$;;;;;;;;;;K8;;;$|
1212,1212,"C[C@@H](CCC1=CC=CO1)NC2=CC=C(C=C2)C(=O)N.COP(=O)(O)N(C)C |$;;;;L;;G;L4;;;;;G;;E6;;;;;;;;;;;;$,m:19:11.12.13.14.15.10,Sg:n:2,3:r:ht|"
1213,1213,"CC1=C([C@]([N+](=C1C2=CC=CC=C2)[O-])(C3=CC=CC=C3)OC)C4=CC=CC=C4.CC.CNC(=N)OC.CC |$;;;;;;;;;;;;;;;;;;;;;;;U;;;;;M5;;;;;;;;U65$,m:27:1.2.3.4.5,m:29:7.8.9.10.11.6,m:35:14.15.16.17.18.13,Sg:n:20:l:ht|"
1214,1214,CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(=O)OC)NC(=O)OCC=C |$X7;;;;;;J2;;;;;;;;;;;;;;;;$|
1215,1215,CCOC/C=C/CC(=O)O |$E;;;;X8;;;;;$|
1216,1216,"C1CC(C1)OC2=NC=C(C3=CC=CC=C32)CCl.CSC(=N)SC |$;;Z0;;;;;;;T5;;;;;;;G;;;;;;$,m:17:10.11.12.13.14.9|"
1217,1217,"CC1CCC(O1)C(C2=C(C=CS2)Cl)NN.CN=C(C)SN(C)C.CC |$;;;;;;;;;;;;;;;;;;;;;;;;R$,m:15:1.2.3.4.5,m:23:8.7.11.10.9,Sg:n:14:Z:ht|"
1218,1218,"CCC(C)OCCNC1=CC=CC=C1Br.CC |$;;;;;;;;;;;Y4;;;;;R$,m:15:8.13.12.11.10.9,Sg:n:11:w:ht,Sg:n:0:M:ht|"
1219,1219,CCOC1=CC=CC=C1/C=N/N(C)C |$;;;;;;;K4;;K;J;;;B$|
1220,1220,"C1COCCN1C2=CC=CC=C2[N+]#N.CC |$;M3;;D;;;;;;;;;;;;M$,m:14:7.8.9.10.11.6|"
1221,1221,"CCC1=C2N(CC(CO2)O)N=C1.CC.CC(=O)S(C)=O |$L9;;A;;;;;;;;;;;J;;;;;;$,m:12:2.3.4.10.11,m:14:5.6.7.8.3.4|"
1222,1222,"COC1=CC=CC=C1NC(=O)C2=CSC(=C2)I.CC.CC |$;;;;;;;;;X0;;;;;;;;;X;;R6$,m:17:2.7.6.5.4.3,m:19:12.11.15.14.13|"
1223,1223,"CC(OC)S(=O)(=O)C1=CC=C(C=C1)OC |$;;;;;;;U;J;;;;;;M5$,Sg:n:1:a:ht|"
1224,1224,"C1COCC1CNC2=CC(=NC=C2)C#N.CC |$;;;;;;;;A;;;;;;;;K84$,m:15:8.9.10.11.12.7|"
1225,1225,"CN(C)C(=O)N(CCCN)CCOC |$;;;;;L6;;;;;;;X0;$,Sg:n:6:O:ht,Sg:n:6,7,8:d:ht|"
1226,1226,"C1CC2(CCC1N3C=CC=C3)OCCO2.CC |$;;;;;;;;;;;;;;;;R8$,m:15:7.6.10.9.8|"
1227,1227,"CC(C)(CCCC(C)(C=C)OCO)OC |$;;;;;;;;;;L0;;;;$,Sg:n:3,4,5:t:ht|"
1228,1228,"CCCC(CCCl)CNCCOC |$;;;;;;;;;;;;$,Sg:n:1,2:V:ht|"
1229,1229,"C1=C(OC=N1)CCCC=O.CC |$;;E;;;;;;;;;R$,m:10:0.1.2.3.4,Sg:n:5,6,7:E:ht|"
1230,1230,"CC(C)CN1C2=CC=CC=C2N=C1C=CC3=CC=CO3.CN(O)O.COP(C)N(C)C |$;;;;;;;;L;;;;;;W0;;;M5;;;;;;;;;;;;;$,m:20:6.7.8.9.10.5,m:24:16.15.19.18.17|"
1231,1231,"COC1=C(C(=CC=C1)OC)C(C2=CC(=C(C=C2)Cl)F)NN.CC(=O)N(C)S(C)=O |$J;;;;;;;;;;U6;D7;;;;;;;;;;;;;;;;;$,m:21:2.7.6.5.4.3,Sg:n:15:u:ht,Sg:n:14:F:ht|"
1232,1232,C1=CC(=CC=C1OCC(=O)[NH3+])Cl |$;;;;D;;;;;;;$|
1233,1233,"CCCN(CC(=O)OCC)C1=NC=C(C=C1)Br |$;;;;;;;;;;B1;;;V;;;$,Sg:n:1,2:t:ht|"
1234,1234,"COCC(C1=C(C=NC=C1)OC)NN.CC |$;;;;;;;;;;;;;;;R$,m:14:4.9.8.7.6.5|"
1235,1235,COC1=CC2=C(N=C1)OCC(=O)N2C3CCC(CC3)N |$;;;;;;;;;;;E5;;;;G3;;;;$|
1236,1236,"CCC1(CC(CCO1)(C2=CN=CC3=CC=CC=C32)O)C.CC |$;;;;;;;;;;E;;V2;;U;;;;;;;Z62$,m:20:13.14.15.16.17.12|"
1237,1237,"CC1=C(SC=C1OC)OC |$;D;V;;;;Z;;;$,Sg:n:3:P:ht|"
1238,1238,C1COCCC1(CO)NC2=C(C(=CC(=C2)F)F)[N+](=O)[O-] |$;;;;;;;;;;;;A5;;;;;;;$|
1239,1239,"CC1=NOC(=C1C(=O)N[C@H](C)C2=CC=C(C=C2)Br)C3=CC(=CC(=C3)OC)OC.CC.COC(=O)NSC |$;;E;;;;;;;;;;;;;;;;;;;;;;;;;;;Z3;;;;;;;$,m:28:1.2.3.4.5,m:30:19.20.21.22.23.18|"
1240,1240,CC(C)(C)OC(=O)N1CC[C@@H](NCC1)C(F)(F)F |$;;;;;;;;;Q;;;;Q;;;;$|
1241,1241,"CN1CCC(C1)NOCCOC |$;;;;;;;;;;;$,Sg:n:2:n:ht,Sg:n:8,9:c:ht|"
1242,1242,"CC(=C)COC1=C(C=NN1C)CC(=O)O.CC=NC(=NC)N(C)C |$;;;;;;;D;;;;;;L;;;;;;;;;;$,m:15:5.6.7.8.9|"
1243,1243,"C[C@@H]1[C@@H](CO[C@@H](O1)C2=CC=CC=C2)N.CN=CC(C)=N |$;;;;;;;;;;;X5;;;;;;;;$,m:14:1.6.5.4.3.2|"
1244,1244,CC(=O)CC(=O)N1CCCOC1 |$;;;K;;;;;;;;$|
1245,1245,"CN(C1=CC=CS1)C(=O)OC2=CC=CC(=C2)OC |$;;;;;;;;;;;;B;;J;;;$,Sg:n:13:M:ht|"
1246,1246,"C1CC(COC1)C2=CC=CC=C2Br.CC |$;U3;;;;;;;;A0;;Q1;;;R4$,m:13:0.5.4.3.2.1|"
1247,1247,CC(=C)C(=CCC(=C)C(=O)OC)C |$;;;T;;;;;;;;;$|
1248,1248,"CCC1CC(C(=O)O1)CCC[SiH]2CC2.CN=C(SC)N(C)C.CONS(C)(=O)=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:14:2.3.4.5.7,m:22:12.11.13,Sg:n:6:h:ht,Sg:n:8,9:h:ht|"
1249,1249,"CCOCCN(CCS(=O)(=O)O)C1=CC=CC=C1.CC |$;;;;;;M;;;;;;;;;;U2;;;R4$,m:18:12.17.16.15.14.13,Sg:n:14:N:ht|"
1250,1250,"COCC1(C(=O)C23N1CCC2CC3)CO.CN=C(C)N(C)C.CC |$;;;;K5;;;;;;;;;;;;;;;;;;;G$,m:15:3.7.6.4,m:22:8.7.6.10.9|"
1251,1251,"CCC1=CN=C(C=C1OC2CC2)Br.CC(N)C(=O)S |$;;;;B2;;;;;;;;;;;;;;$,m:13:10.9.11|"
1252,1252,C1=C(C(=CN=C1N=[N+]=[N-])OCF)OCF |$;;;;;;;;M0;;;L;;;M$|
1253,1253,CC1COC(OC1)C2=CC(=CC(=C2)F)F |$;E8;;;;;;;;;;;;;$|
1254,1254,"CC1(OCCO1)CCOS(=O)[O-].CN=CN(C)C(C)=NC |$;;;;;Y0;;;;G9;;;;;;;;;;;$,m:12:1.2.3.4.5,Sg:n:11:s:ht,Sg:n:6,7:s:ht|"
1255,1255,"CC1=CC=C(O1)CNC(=O)CCCl |$;;;;;;;;E;;;;$,Sg:n:10,11:x:ht|"
1256,1256,CC1CCCCN1C(C2=CC(=C(C=C2)OC)OC)C(=O)O |$;;;;K;;;;;;;;;;;;;;;;$|
1257,1257,"CCOC(=O)CNCC1=CC=CC=C1I.CC |$;;;D5;;;;;;;;;;;;;R09$,m:15:8.13.12.11.10.9|"
1258,1258,"CCOC(C)C(C(=O)N1CCCC1)N |$;Z;;;A0;;;;;;;;;$,Sg:n:0:D:ht,Sg:n:3:z:ht|"
1259,1259,"C1CC(C(C1)N)CCOCC(F)F.CC=NOC(=O)OC |$;;;;;;;;;;;;;;;;;;;;$,m:13:0.1.2.3.4,Sg:n:6,7:U:ht|"
1260,1260,C/C(=C\C=C/C=C)/NC(=O)OC(C)(C)C |$B9;;;;;;;;;;;;;;$|
1261,1261,"C1CN[C@H]1C(=O)OCC2=CC=CC=C2.COC(=N)N(C)C |$;;;;;M;;;;;;;;;;;;;;;$,m:14:0.3.2.1|"
1262,1262,"CCC1CN(CC2=C(O1)C=CC(=C2)OC)CC3=CC(=CC=C3)O |$;;;;;;;;;;;;;;;;;;;E9;;;$,Sg:n:0:U:ht,Sg:n:18:n:ht|"
1263,1263,"CC[C@@]1(C(C(=C)C(=O)N1CC2=CC=C(C=C2)OC)(C)C)C(=O)OC.CC |$Q;;;;;;;;;;;;;;G2;;Z;;;;;;;;;R0$,m:24:2.3.4.6.8,Sg:n:14:k:ht|"
1264,1264,"CC(C)(C)[Si](C)(C)O[C@H]1[C@@H]([C@@H](CO[C@]12CNC(=O)O2)O)O |$;E7;;B6;;;;;;;;;;;;K4;;;;;$,Sg:n:11:w:ht,Sg:n:12:K:ht|"
1265,1265,CCC1CCCCC1OC(=O)C2=C(C=CC=C2Cl)N |$;;;Y;D;;;;D;;;Q3;;B;;;;;$|
1266,1266,"CC1=NC(CNC1)N2CCOCC2.CC(=O)N(C)O |$;;;;;;;;;;;;;;;;;;$,m:13:8.9.10.11.12.7,Sg:n:9:A:ht|"
1267,1267,"CC(C)N(C)CCNCC(OC)OC |$;;;;;;;;B;;;;;$,Sg:n:8:Q:ht,Sg:n:5,6:n:ht|"
1268,1268,CCC(C)(CC)NCC1OCCO1 |$;;;;;;;;;Y;;;$|
1269,1269,"CC(C)(C)OC(=O)N1CC(C1)NC |$;;;;;;;U1;;;;;$,Sg:n:10:m:ht|"
1270,1270,CCNCC(C)COC(C)C(C)C |$;;;;X;;;;;;;;$|
1271,1271,"CC1=CC=CC=C1CNC2COC2.CC.CC |$;J;;Y;;;G6;;;;;;;;Y;;R$,m:13:1.6.5.4.3.2,m:15:10.11.12.9|"
1272,1272,CNC(=O)C1CCCN(C1)C(=O)C2=C(C(=CC=C2)N)OC |$;B;G9;;T;;;;;;;;Q;;;;;;;Q3;L$|
1273,1273,"CN(C)CCCNCC1=CCCOC1 |$;;;;;;;;;;;;D7;$,Sg:n:9:V:ht,Sg:n:3,4:D:ht|"
1274,1274,"C1CC1C2=C(N=NN2C3=CC4=C(C=C3)OCO4)CO.CC |$;;;;D5;;;;K2;;;;;;;;K;;;;Q$,m:19:0.1.2|"
1275,1275,"COC1CC(C1)N2CCSCC2CC(=O)O.CC(N)=NN(C)C |$M1;;;;J0;;;;;W2;;;;;;;;;;;;;$,m:16:7.8.9.10.11.6|"
1276,1276,"CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2OS(=O)(=O)C3=CC=CC=C3)[N+](=O)[O-])C)C.CSC(C)=NO |$L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:32:22.23.24.25.26.21,Sg:n:23:t:ht|"
1277,1277,CC(C)C1C(C(C2=CC=CC=C2O1)C[N+](=O)[O-])C=O |$;;Z5;;;;;A8;B;;;;;;;;;;$|
1278,1278,"CCC(CCNCC1=CC=CO1)CN |$;;;;;;;M;;;;;;$,Sg:n:3,4:k:ht|"
1279,1279,COC(=O)C(=C)CC(C(F)F)(F)F |$T;;;;;;;;L;;L7;;V$|
1280,1280,"CC(C(=O)O)S(=O)CC1CCC2(O1)CCCC2.CSSN |$;;;;;;;;;;;;;;;;A4;;;;$,m:17:13.11.16.15.14,Sg:n:2:d:ht,Sg:n:8:X:ht|"
1281,1281,"CCOC(=O)C1(C(CCC1C)C)CCO.CC=PC |$V9;;;;Z;;;L8;;;;M0;;;;;;;$,m:15:5.6.7.8.9|"
1282,1282,"C1COCC(C(OCCO1)CC2=CC=CC=C2)O.CN=C(SC)N(C)OC |$;T6;L2;;;X;;;;;Y1;;;;;;;;;;;;;;;;$,m:18:12.13.14.15.16.11|"
1283,1283,"CCCN=C1NC(=O)C(N1)(C)COCC.CC |$;;;;;J;;;;;;U7;;;;;R$,m:15:4.5.6.8.9,Sg:n:8:w:ht,Sg:n:1,2:b:ht|"
1284,1284,CC1=C(C=C(C=N1)N)C(=O)OCC(CO)O |$;;;;;;;;T;;;B;;;;$|
1285,1285,"C1COC(CO1)C2=NC=C(N2)CCl.CSNC(N)=O.COP(C)(=S)N(C)C |$;;;;;;;;;;X;;V;;;;;;;;;;;;;;$,m:13:0.5.4.3.2.1,m:19:7.6.10.9.8,Sg:n:0:N:ht|"
1286,1286,"CC(C)C(C)(CN(C)C1CCOCC1)O.CC |$;Z4;;;;;;;;;;;Q;;;;R7$,m:15:8.13.12.11.10.9,Sg:n:9:n:ht|"
1287,1287,"CC(CC1=CC=C(C=C1)OC)NC2CCC(C2)SC.CNOC(C)=O.CN=C(N)N=C(C)C |$;;;X;;;Z4;;;;A6;;;;W5;;;;;;;;;;;;;;;;;;$,m:19:4.5.6.7.8.3,m:25:13.12.16.15.14|"
1288,1288,CC(C)CC1=NC=C(C(=N1)OC)CC=O |$;;;;;;;;;;G;;;;$|
